Item_ID	Sentence	Context	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	maunalHedge
2700:39	but, you know, i don't know if they do or not.	###SpeakerA75*t75 . ###Oh yuck . E_S ###SpeakerB76*t76 . ###She finally tried -N406C99 to go -N406CA8 buy , you know , a pair of pants E_S ###but , you know , I mean it was just completely miserable for her . E_S ###SpeakerA77*t77 . ###Yeah , E_S ###that 's terrible , E_S ###that 's terrible E_S ###gosh . E_S ###SpeakerB78*t77 . ###SpeakerA79*t79 . ###Well I do n't know , E_S ###I just figure , you know , yeah , E_S ###sometimes I worry about , you know , if I go in in pants , E_S ###and \[ I never , \+ I never \] ever , ever , ever go in in a pair of jeans , you know . E_S ###But I 'll go in in pants . E_S ###I mean today I had on a pair of , you know , navy blue dress slacks \[ and , \+ and , \] uh , like a peach colored top E_S ###and , you know , not cruddy , but not a dress either . E_S ###And sometimes I wonder if stuff like that \[ would , \+ will \] hold you back , you know , if you do n't dress in , you know , your -NONE- dress for success business suits everyday \[ if , \+ you know , if \] upper management does n't notice that and remember that later on , E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
2927:38	rarely a day went by when the wind was less than fifteen or twenty miles an hour --n4025d1. summer and winter,	###Down in the more southern and western areas . E_S ###And , of course we are , um , about two hours from the northern border , straight south , E_S ###SpeakerB50*t50 . ###Yeah . E_S ###SpeakerA51*t51 . ###\[ and , \+ and , \] uh , very windy . E_S ###It 's amazing to me because I have only lived in Dallas for three years , and I can not believe that the wind blows all the time . E_S ###SpeakerB52*t51 . ###SpeakerA53*t53 . ###It does , E_S ###\[ I , \+ I \] E_S ###very seldom , if any , E_S ###I ca n't remember , you know , a day that I walked out and the wind was n't blowing -N402340 . E_S ###SpeakerB54*t54 . ###Uh-huh E_S ###Well , I spent six years in graduate school \[ at , \+ in \] Indiana . In the flatlands , E_S ###and it was that way every day . E_S ###SpeakerA55*t55 . ###Um . E_S ###SpeakerB56*t56 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
3053:66	i'm sure you have a representative somewhere in the area. if just nothing more than a business representative or government services representative,	###SpeakerB102*t102 . ###so I was very much interested , \[ in , \+ in \] -N4044C0 being a speaker for this . E_S ###SpeakerA103*t103 . ###Yeah . E_S ###SpeakerB104*t103 . ###SpeakerA105*t105 . ###Well , actually , \[ I , \+ I \] work for Texas Instruments , E_S ###and , uh , \[ I 'm an a , \+ I 'm an \] environmental engineer , E_S ###SpeakerB106*t106 . ###Oh , I see . E_S ###SpeakerA107*t107 . ###and , uh , they just published this internally , you know , -NONE- getting people involved . E_S ###SpeakerB108*t108 . ###Uh-huh . E_S ###SpeakerA109*t109 . ###So , \[ that , \+ that 's \] really strange . E_S ###\[ I , \+ I \] was wondering why we had somebody from Maryland though -N404911 . E_S ###I was saying , God , do we have a TI in Maryland E_S ###or , E_S ###SpeakerB110*t110 . 	yes	yes	no	no	no	no	no	no	yes	S	no
3087:28	is that with regard to work place engineering, or just, you know, environm-, the work place environment	###SpeakerA117*t117 . ###Oh , well . E_S ###SpeakerB118*t118 . ###I know -NONE- that 's what we 're supposed -N405112 to do -N405121 . E_S ###SpeakerA119*t119 . ###Yeah , E_S ###yeah . E_S ###Well , really \[ it , \+ uh , the letter \] just says , um , E_S ###-NONE- let 's see , E_S ###I ca n't , E_S ###I was looking at it , E_S ###I was trying -N4053A1 to find out speedy short cuts , E_S ###and I always thought -NONE- it -N40543F 's not necessary -NONE- to measure your time , just to go ahead and enjoy the conversation , \[ and , \+ and , \] end it when -NONE- needed -N4054B2 -N4054B9 . E_S ###So . E_S ###SpeakerB120*t120 . ###Uh-huh . E_S ###In environmental engineering , uh , E_S ###SpeakerA121*t121 . ###Uh-huh . E_S ###SpeakerB122*t122 . 	yes	yes	no	no	no	no	no	no	yes	SQ	no
3096:47	and we monitor, um, anything that --n4059cb comes out of a stack, or out of a building,	###I ca n't , E_S ###I was looking at it , E_S ###I was trying -N4053A1 to find out speedy short cuts , E_S ###and I always thought -NONE- it -N40543F 's not necessary -NONE- to measure your time , just to go ahead and enjoy the conversation , \[ and , \+ and , \] end it when -NONE- needed -N4054B2 -N4054B9 . E_S ###So . E_S ###SpeakerB120*t120 . ###Uh-huh . E_S ###In environmental engineering , uh , E_S ###SpeakerA121*t121 . ###Uh-huh . E_S ###SpeakerB122*t122 . ###is that with regard to work place engineering , or just , you know , \[ environm- , \+ the work place environment \] E_S ###or , E_S ###SpeakerA123*t123 . ###Uh , well , it 's actually , um , waste water . E_S ###SpeakerB124*t124 . ###Oh , I see . E_S ###SpeakerA125*t125 . ###-NONE- \[ Taking , \+ taking \] care of uh , E_S ###I 'm actually in the air division , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
3218:18	i listen to heavy metal or classic rock.	###sure E_S ###I went to their concert last year when they were here -N400900 . E_S ###SpeakerA17*t17 . ###Oh , \[ that 's when , \+ that 's when \] they \[ took , \+ toured -N4009C6 . \] E_S ###How about , um , Pink Floyd . E_S ###SpeakerB18*t18 . ###Sure , E_S ###yeah , E_S ###I like them . E_S ###SpeakerA19*t19 . ###Okay . E_S ###\[ So , \+ so \] then \[ we got , \+ we got \] some same things because , E_S ###SpeakerB20*t20 . ###Okay , E_S ###well , I just did n't know that much about music E_S ###and I was n't sure what kind of music . E_S ###SpeakerA21*t21 . ###No , E_S ###it 's very hard E_S ###because , see , well , I mean , in the whole spectrum I 'd rather listen , you know , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
4095:16	i read about two or three novels a week, in addition to all the technical stuff.	###It came on after DOCTOR WHO , on Saturday nights , here at least . E_S ###SpeakerA72*t72 . ###Uh-huh . E_S ###SpeakerB73*t73 . ###And it should , E_S ###of course I li- E_S ###really it was , E_S ###I do n't think -NONE- they should show it during prime time , E_S ###but still , it was funny . E_S ###SpeakerA74*t74 . ###Yeah . E_S ###SpeakerB75*t74 . ###SpeakerA76*t76 . ###Yeah , E_S ###I know . E_S ###Well \[ I , \+ I , \] \+ I 'm \] not much of a television watcher . E_S ###\[ I , \+ I \] read as I said , \[ and , \+ \] uh , quite a bit . E_S ###SpeakerB77*t77 . ###Uh-huh . E_S ###SpeakerA78*t78 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
4496:104	now do you think that's because they've realized that for whole health, that, the, you know, you have --n4058b8 to have that combination, or that people are motivated --n4058e7 that way so that they've incorporated that into their program.	###SpeakerB84*t83 . ###SpeakerA85*t85 . ###I think . -NONE- \[ There , \+ there \] is a sense of , you know , whole , E_S ###there 's a lot of , you know , E_S ###you 'll get organizations , like institutes for the whole health , or whatever . E_S ###And , uh , oh \[ the , \+ the , \] \+ the \] \[ uni- , \+ University \] of California at Berkeley puts out THE WELLNESS LETTER . Which -N404F25 \[ is , \+ \] uh , turned into a fairly well subscribed to , uh , newsletter , monthly or biweekly newsletter or something like that E_S ###SpeakerB86*t86 . ###Uh-huh . E_S ###SpeakerA87*t87 . ###\[ and , \+ and , \] it does n't deal with just exercise , or just stress management , or just diet , or anything . E_S ###\[ It , \+ it 's \] on fairly \[ so- , \+ solid \] scientific ground . E_S ###Uh , it 's just dispensed -N405384 with these distinctions . E_S ###It says -NONE- \[ ever- , \+ \] all sorts of factors go into health and -NONE- there 's no reason -NONE- -NONE- to talk about one rather than another -N405470 , so that \[ they , \+ they \] combined them all together . E_S ###\[ And , \+ uh , so \] it 's had that orientation for quite some time . E_S ###Um , there 's been some progressive medical schools -N40572E out here , that -N405745 have taken that approach . E_S ###SpeakerB88*t88 . ###Uh-huh . E_S ###SpeakerA89*t89 . ###And , um , E_S ###SpeakerB90*t90 . 	yes	yes	no	no	no	no	no	no	yes	SQ	no
4535:29	and more and more people start --n406aaa believing them or wondering how to combine them with other things --n406ae1,	###I can see that . E_S ###And , cause , I , E_S ###knowing E_S ###from institutes of learning like that , I know that they 've got -N4060EF to get their money somewhere , E_S ###and somebody 's got -N4061E4 to be willing -NONE- to pay for it , and believe in it , E_S ###so , E_S ###SpeakerA97*t97 . ###Yeah , E_S ###yeah . E_S ###Exactly . E_S ###And , part of it is -NONE- California , you know , \[ in , \+ back in \] the sixties , had a lot of alternative movements E_S ###SpeakerB98*t97 . ###SpeakerA99*t99 . ###and some of them fizzled out E_S ###and some of them were disastrous E_S ###and others of them , um , had an impact on the society around here . E_S ###And one of the ones that -N406624 had an impact was , uh , people becoming interested in alternate practices , E_S ###I 'm not sure if it was a meditation practice , or if it was , you know , \[ which -N40676A is \+ \] similar to a stress management practice or alternates to , uh , A M A approved medicine . E_S ###Uh , you have , you know , major , um , acupuncture schools and things out here . E_S ###\[ And , \+ and \] you could have them around long enough E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
4682:83	but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic, you know, materials, and foods and things --n409b40.	###Uh-huh . E_S ###SpeakerB148*t148 . ###so , uh , which , you know , E_S ###you get , uh , an influx of a lot of people from all over the country , E_S ###so , you 're going -N40964D to have \[ a lot of di- , \+ more choices , \] E_S ###SpeakerA149*t149 . ###Uh-huh , E_S ###uh-huh . E_S ###SpeakerB150*t150 . ###\[ but , \+ but , \] in urban areas it 's , you know , steak places , E_S ###SpeakerA151*t151 . ###Yeah . E_S ###Yeah . E_S ###SpeakerB152*t152 . ###\[ an , \+ and \] it 's not a , you know , E_S ###SpeakerA153*t153 . ###Yeah . E_S ###SpeakerB154*t154 . ###\[ it 's , \+ uh , it 's \] definitely , E_S ###\[ it , \+ it 's , \] \+ it 's \] changing to a degree , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
4758:85	and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted --n4011ee, or a gal is convicted --n40120d, of a crime, rather than put them in prison, because prison's proven --n401258 not to work, just let them go.	###SpeakerA19*t19 . ###Oh , yeah . E_S ###SpeakerB20*t19 . ###SpeakerA21*t21 . ###Sure . E_S ###SpeakerB22*t22 . ###And , they did n't kill as many people \[ in , \+ in \] forty-five days , E_S ###and they were intending -N400D78 to kill people , E_S ###SpeakerA23*t23 . ###Huh-uh . E_S ###SpeakerB24*t24 . ###I mean , that was their job , as they killed in Washington D C . E_S ###SpeakerA25*t25 . ###Oh , I know , E_S ###I know . E_S ###I know . E_S ###Um , I think -NONE- nowadays people \[ just , \+ really just , \] E_S ###murder is nothing to them , you know . E_S ###SpeakerB26*t26 . ###Well , I formulated a pretty radical theory over the last ten years , I guess -NONE- -N4010EA . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
4799:38	and they're still let --n401fb3 out on the street after one or two years.	###If someone is known -N4018F2 to have been in prison , they ca n't get a job . E_S ###SpeakerA37*t37 . ###No . E_S ###SpeakerB38*t38 . ###You know . E_S ###SpeakerA39*t39 . ###Yeah . E_S ###SpeakerB40*t40 . ###They ca n't be accepted -N401A44 into society . E_S ###You know , if they 're not going -N401AC8 to be accepted -N401ADB into society , then everybody 's going -N401AFE to become sociopathic . E_S ###SpeakerA41*t41 . ###Huh-uh . E_S ###SpeakerB42*t42 . ###And , you know , who -N401C3A 's -N401C45 to put the limit on it . E_S ###I mean , I was watching a thing last night , up in Washington State . E_S ###If you get convicted -N401DD2 of , uh , sexual offenses , on a regular basis . E_S ###You know , I mean , some of these guys are forty years old and got ten convictions . E_S ###SpeakerA43*t43 . ###Huh-uh . E_S ###SpeakerB44*t44 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
4874:87	you know, and you look at our society, almost everyone out on the street that --n40392f has been in prison, has been in prison three or four times.	###because -NONE- look how many years they 've been doing that -N403324 E_S ###and -NONE- look , E_S ###I mean , yeah . E_S ###SpeakerB66*t66 . ###Well , you look at places like Turkey . E_S ###Turkey has the death penalty , for just about everything . E_S ###SpeakerA67*t67 . ###Huh-uh . E_S ###SpeakerB68*t67 . ###SpeakerA69*t69 . ###Huh-uh . E_S ###SpeakerB70*t70 . ###I mean , if you get convicted -N403578 of , uh , you know , drug trafficking , they just kill you . E_S ###You get convicted -N403696 of , uh , you know , heinous crimes , they just kill you . E_S ###I mean there 's no two ways about it . E_S ###SpeakerA71*t71 . ###Huh-uh . E_S ###SpeakerB72*t72 . ###And , uh , you look at their society E_S ###and the repeat offenders are very few . E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
5704:6	whether or not they get it is hard to say.	###no . E_S ###\[ I go to the , \+ it 's the \] naval postgraduate school out here . E_S ###SpeakerA53*t53 . ###Oh , okay . E_S ###Because , uh , I was looking \[ at , \+ at \] the , doctorate degree in computer science center at Berkeley . E_S ###SpeakerB54*t53 . ###SpeakerB56*t56 . ###Uh-huh . E_S ###SpeakerA57*t57 . ###And they 're asking like for a , uh , G P A of like three point seven or something like that . E_S ###SpeakerB58*t58 . ###Uh-huh . E_S ###SpeakerA59*t59 . ###And like they 're looking like for , uh , G R E like ninety-nine percentile and this and that . E_S ###SpeakerB60*t60 . ###Yeah . E_S ###SpeakerA61*t61 . ###And it 's like , E_S ###SpeakerB62*t62 . ###Well , that 's what they look for -N4024A7 . E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
